,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
2451,granadillo,barranquilla,atlántico,"90,00",3,0,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/granadillo-det-5065324.aspx"
2452,santa isabel,bogotá,cundinamarca,"12,00",1,0,0,400000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/santa_isabel-det-5065322.aspx"
2453,barrio alcazares,santa marta,magdalena,"52,00",2,0,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/santa-marta/barrio_alcazares-det-5065298.aspx"
2454,golf,barranquilla,atlántico,"49,00",1,1,0,1860000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/barranquilla/golf-det-4106947.aspx"
2455,ciudad verde,soacha,cundinamarca,"40,00",2,0,0,440000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/soacha/ciudad_verde-det-5065272.aspx"
2456,estrada,bogotá,cundinamarca,"50,00",3,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/estrada-det-5004063.aspx"
2457,cedro bolivar,bogotá,cundinamarca,"98,00",3,1,0,2100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedro_bolivar-det-3990552.aspx"
2458,santa bárbara central,bogotá,cundinamarca,"106,00",3,1,0,2800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara_central-det-5065254.aspx"
2459,gilmar,bogotá,cundinamarca,"84,00",3,0,0,1800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/gilmar-det-5065253.aspx"
2460,chapinero,bogotá,cundinamarca,"44,00",1,0,0,1460000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/chapinero-det-5065252.aspx"
2461,yerbabuena,chía,cundinamarca,"442,00",3,1,0,4500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/yerbabuena-det-4910953.aspx"
2462,ciudad tintal,bogotá,cundinamarca,"53,00",3,0,0,680000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|79||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/ciudad_tintal-det-5065234.aspx"
